Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,
The data was reported to EPA by facilities as of 09/26/2020,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,
Search Parameters: year=2019; state=FL; GHGs=ALL; data type=All Emitters; emissionsType=FC_PP; ,,,,,,,,,,,,
,,,,,,,,,,,,
REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2019,"Alexander Orr, Jr. Water Treatment Plant",1012573,6800 SW 87TH AVE,25.708072,-80.336146,MIAMI,MIAMI-DADE COUNTY,FL,33173,MIAMI-DADE WATER & SEWER (100%),7061,C
2019,Ascend Performance Materials LLC,1004962,3000 Old Chemstrand Road,30.596678,-87.251977,Cantonment,ESCAMBIA COUNTY,FL,32533,Ascend Performance Materials Holdings Inc (100%),2675,"C,E,P,TT,V"
2019,Brandy Branch,1001167,15701 W BEAVER ST,30.3206,-81.9486,BALDWIN,Duval,FL,32234,JEA (100%),339,"C,D"
2019,Brooksville South Cement Plant,1003303,10311 CEMENT PLANT ROAD,28.582265,-82.430829,BROOKSVILLE,HERNANDO COUNTY,FL,34601,CEMEX INC (100%),611,"C,H"
2019,C D McIntosh Jr Power Plant,1001500,3030 E LAKE PARKER DR,28.0809,-81.9256,LAKELAND,Polk,FL,33801,CITY OF LAKELAND (83.3%); CITY OF ORLANDO (16.7%),31,"C,D"
2019,CLEWISTON SUGAR HOUSE,1006008,1731 SOUTH WC OWEN AVENUE,26.73547,-80.93593,CLEWISTON,HENDRY COUNTY,FL,33440,US SUGAR CORP (100%),3067,C
2019,Cape Canaveral,1007650,6000 NORTH US HWY 1,28.4694,-80.7642,COCOA,Brevard,FL,32927,NEXTERA ENERGY INC (100%),6953,D
2019,Cedar Trails Class III,1004750,2500 State Road 60 West,27.89808,-81.884525,Bartow,POLK COUNTY,FL,33830,REPUBLIC SERVICES INC (100%),1,"C,HH"
2019,Charles Larsen Memorial Power Plant,1001499,2002 E RD 92,28.0491,-81.9238,LAKELAND,Polk,FL,33801,CITY OF LAKELAND (100%),48,"C,D"
2019,Crist Electric Generating Plant,1006702,11999 PATE ST,30.5661,-87.2289,PENSACOLA,Escambia,FL,32514,NEXTERA ENERGY INC (100%),1964,D
2019,DeBary Power Plant,1001014,176 WEST HIGHBANKS RD,28.9047,-81.3319,DEBARY,Volusia,FL,32713,DUKE ENERGY CORP (100%),9547,"C,D"
2019,Deerhaven,1001495,10001 NW 13TH ST,29.7586,-82.3883,GAINESVILLE,Alachua,FL,32653,CITY OF GAINESVILLE (100%),580,"C,D"
2019,"Foley Cellulose, LLC",1000345,1 BUCKEYE DRIVE,30.068694,-83.52375,PERRY,TAYLOR COUNTY,FL,32348,KOCH INDUSTRIES INC (100%),34448,"AA,C,TT"
2019,Fort Myers,1001483,10650 STATE ROAD 80,26.6967,-81.7831,FORT MYERS,Lee,FL,33905,NEXTERA ENERGY INC (100%),4304,"C,D"
2019,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,1007135,215 COUNTY ROAD 216,29.681083,-81.680217,PALATKA,PUTNAM COUNTY,FL,32177,KOCH INDUSTRIES INC (100%),3,"AA,C,TT"
2019,Greenland Energy Center,1000544,6850 Energy Center Drive,30.1603,-81.5164,Jacksonville,Duval,FL,32256,JEA (100%),662,"C,D"
2019,Hardee Power Station,1001254,6695 COUNTY ROAD 663 N,27.6364,-81.9636,BOWLING GREEN,Hardee,FL,33834,INVENERGY LLC (51%); MARUBENI AMERICA CORP (49%),27,"C,D"
2019,IFF CHEMICAL HOLDINGS INC,1007956,2051 LANE AVENUE NORTH,30.34774,-81.7494,JACKSONVILLE,DUVAL COUNTY,FL,32254,INTERNATIONAL FLAVORS & FRAGRANCES INC (100%),11733,C
2019,Intercession City Power Plant,1001188,6525 OSCEOLA POLK LINE ROAD,28.2628,-81.5486,INTERCESSION CITY,Osceola,FL,33848,DUKE ENERGY CORP (95.48%); THE SOUTHERN CO (4.52%),13086,"C,D"
2019,J D Kennedy,1001497,4215 TALLEYRAND AVE,30.3644,-81.6236,JACKSONVILLE,Duval,FL,32206,JEA (100%),81,"C,D"
2019,LEE COUNTY SOLID WASTE RESOURCE RECOVERY FACILITY,1002268,10500 BUCKINGHAM ROAD,26.631667,-81.761389,FORT MYERS,LEE COUNTY,FL,33905,STATE OF FLORIDA (100%),1488,C
2019,Lansing Smith Generating Plant,1001491,4300 HIGHWAY 2300,30.2689,-85.7003,SOUTHPORT,Bay,FL,32409,NEXTERA ENERGY INC (100%),543,"C,D"
2019,Lauderdale,1007471,4300 SOUTHWEST 42ND STREET,26.0681,-80.1983,FORT LAUDERDALE,Broward,FL,33314,NEXTERA ENERGY INC (100%),1119,"C,D"
2019,Manatee,1007255,19050 STATE ROAD 62,27.6058,-82.3456,PARRISH,Manatee,FL,34219,NEXTERA ENERGY INC (100%),88208,D
2019,Martin,1001013,21900 SW WARFIELD BLVD,27.0536,-80.5628,INDIANTOWN,Martin,FL,34956,NEXTERA ENERGY INC (100%),1343,"C,D"
2019,Midulla Generating Station,1000110,6697 COUNTY ROAD 663,27.6417,-81.9625,BOWLING GREEN,Hardee,FL,33834,SEMINOLE ELECTRIC COOPERATIVE INC (100%),10111,"C,D"
2019,Mosaic Bartow Facility,1009708,3200 Highway 60 West,27.905815,-81.916797,Bartow,POLK COUNTY,FL,33830,THE MOSAIC CO (100%),1732,"C,Z"
2019,"Mosaic Fertilizer, LLC",1005817,13830 Circa Crossing Drive,27.85118,-82.2599,Lithia,HILLSBOROUGH COUNTY,FL,33547,THE MOSAIC CO (100%),38469,C
2019,Mosaic New Wales Facility,1009709,3095 Highway 640,27.834363,-82.049256,Mulberry,POLK COUNTY,FL,33860,THE MOSAIC CO (100%),7046,"C,Z"
2019,Mosaic Riverview Facility,1009711,8813 US Highway 41 South,27.864473,-82.385841,Riverview,HILLSBOROUGH COUNTY,FL,33578,THE MOSAIC CO (100%),3247,"C,Z"
2019,Naples Landfill,1007855,3750 WHITE LAKE BOULEVARD,26.165868,-81.657891,NAPLES,COLLIER COUNTY,FL,34117,WASTE MANAGEMENT INC (100%),1,"C,HH"
2019,Northside,1001498,4377 HECKSCHER DRIVE,30.4172,-81.5525,JACKSONVILLE,Duval,FL,32226,JEA (100%),1538941,"C,D"
2019,Okeechobee Clean Energy Center,1013640,3193 NE 366th Trail,27.595884,-80.78722,Okeechobee,OKEECHOBEE COUNTY,FL,34972,NEXTERA ENERGY INC (100%),80823,D
2019,Okeechobee Landfill,1003619,10800 N. E. 128th Avenue,27.342694,-80.689387,Okeechobee,OKEECHOBEE COUNTY,FL,34973,WASTE MANAGEMENT INC (100%),102,"C,HH"
2019,Oleander Power Project,1006808,555 TOWNSEND RD,28.3661,-80.7947,COCOA,Brevard,FL,32926,NEXTERA ENERGY INC (100%),132,"C,D"
2019,P L Bartow Power Plant,1001489,1601 WEEDON ISLAND DRIVE,27.8613,-82.6012,SAINT PETERSBURG,Pinellas,FL,33702,DUKE ENERGY CORP (100%),4075,"C,D"
2019,Polk,1001100,9995 STATE ROAD 37 SOUTH,27.7286,-81.9897,MULBERRY,Polk,FL,33860,TAMPA ELECTRIC CO (100%),629,"C,D"
2019,Polk County - North Central Landfill,1006859,10 Environmental Loop south,28.012621,-81.841865,Winter Haven,POLK COUNTY,FL,33880,POLK COUNTY BOARD OF COUNTY COMMISSIONERS (100%),227,"C,HH"
2019,Port Everglades,1001484,8100 EISENHOWER BOULEVARD,26.0856,-80.1253,FORT LAUDERDALE,Broward,FL,33316,NEXTERA ENERGY INC (100%),3469,D
2019,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,1001906,10 GUM STREET,30.662356,-81.47105,FERNANDINA BEACH,NASSAU COUNTY,FL,32034,RAYONIER ADVANCED MATERIALS INC (100%),1115,"AA,C"
2019,Reedy Creek Improvement District/Walt Disney World Resort,1007870,1375 Buena Vista Drive,28.4272,-81.5803,LAKE BUENA VISTA,Orange,FL,32830,THE WALT DISNEY CO (99%); REEDY CREEK IMPROVEMENT DISTRICT (1%),4658,"C,D,NN"
2019,Riviera,1001485,200 300 BROADWAY,26.7653,-80.0528,RIVIERA BEACH,Palm Beach,FL,33404,NEXTERA ENERGY INC (100%),8881,D
2019,SOUTHEAST COUNTY LANDFILL,1003560,15960 CR 672,27.762601,-82.20147,LITHIA,HILLSBOROUGH COUNTY,FL,33547,HILLSBOROUGH COUNTY (100%),29,"C,HH"
2019,ST. LUCIE COUNTY BALING AND RECYCLING FACILITY,1007219,6120 GLADES CUTOFF ROAD,27.386119,-80.394913,FT. PIERCE,ST. LUCIE COUNTY,FL,34981,ST LUCIE COUNTY COMMISSIONERS (100%),29,"C,HH"
2019,Seminole (136),1000084,STATE HIGHWAY 17,29.7333,-81.6339,PALATKA,Putnam,FL,32708,SEMINOLE ELECTRIC COOPERATIVE INC (100%),13350,"D,TT"
2019,Shady Hills,1006678,14240 MERCHANT ENERGY WAY,28.3665,-82.5591,SHADY HILLS,Pasco,FL,34610,GENERAL ELECTRIC CO (100%),730,"C,D"
2019,Suwannee River Power Plant,1001490,4037 RIVER ROAD,30.3764,-83.1806,LIVE OAK,Suwannee,FL,32060,DUKE ENERGY CORP (100%),2518,C
2019,TRAIL RIDGE LANDFILL INC,1007897,5110 U.S. HIGHWAY 301,30.231429,-82.003313,BALDWIN,DUVAL COUNTY,FL,32234,WASTE MANAGEMENT INC (100%),1045,"C,HH"
2019,TROPICANA MANUFACTURING CO INC,1004365,1001 13TH AVE. E.,27.487024,-82.551166,BRADENTON,MANATEE COUNTY,FL,34208,PEPSICO INC (100%),5,"C,II"
2019,Tom G.Smith Power Plant,1004420,117 College Street,26.6125,-80.0678,Lake Worth,PALM BEACH COUNTY,FL,33461,CITY OF LAKE WORTH (100%),504,"C,D"
2019,Turkey Point,1007159,9700 SW 344TH ST,25.4356,-80.3308,HOMESTEAD,Miami-Dade,FL,33035,NEXTERA ENERGY INC (100%),4366,D
2019,University of Florida Cogeneration Plant,1000402,BUILDING 82 MOWRY ROAD,29.6397,-82.3486,GAINESVILLE,Alachua,FL,32611,DUKE ENERGY CORP (100%),436,"C,D"
2019,VOLUSIA SOLID WASTE MANAGEMENT DIVISION,1005328,1990 TOMOKA FARMS RD,29.1314,-81.0984,PORT ORANGE,VOLUSIA COUNTY,FL,32128,VOLUSIA COUNTY BOARD OF COUNTY COMMISSIONERS (100%),58,"C,HH"
2019,Vandolah Power Project,1000814,2394 VANDOLAH ROAD,27.5242,-81.9236,WAUCHULA,Hardee,FL,33873,NORTHERN STAR GENERATION LLC (100%),1629,"C,D"
2019,West County Energy Center,1007171,20505 STATE RD 80,26.6986,-80.3747,LOXAHATCHEE,Palm Beach,FL,33470,NEXTERA ENERGY INC (100%),9236,"C,D"
2019,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",1002272,600 N 8TH ST,30.676393,-81.457934,FERNANDINA BEACH,NASSAU COUNTY,FL,32034,WESTROCK CO (100%),15081,"AA,C"
2019,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",1006958,ONE EVERITT AVENUE,30.1424,-85.6205,PANAMA CITY,BAY COUNTY,FL,32401,WESTROCK CO (100%),29064,"AA,C,TT"
